Time from Start to Finish (seconds),Q1,Q2,Q3,Q4,Q5,Q6,Q7_Part_1,Q7_Part_2,Q7_Part_3,Q7_Part_4,Q7_Part_5,Q7_Part_6,Q7_Part_7,Q7_Part_8,Q7_Part_9,Q7_Part_10,Q7_Part_11,Q7_Part_12,Q7_OTHER,Q8
69,22-24,Woman,India,Bachelor’s degree,Software Engineer,1-2 years,Python,,SQL,,C++,,,,,,,,,Python
123,18-21,Woman,Taiwan,Bachelor’s degree,Student,1-2 years,Python,R,,,,,,,,,,,,Python
165,25-29,Man,Morocco,,,,,,,,,,,,,,,,,
943,30-34,Man,Canada,Bachelor’s degree,Business Analyst,3-5 years,Python,R,SQL,,,Java,,,,,,,,Python
510,30-34,Man,Colombia,Master’s degree,Research Scientist,10-20 years,Python,,,,C++,Java,,,,,MATLAB,,,Python
347364,30-34,Woman,France,I prefer not to answer,Data Analyst,I have never written code,,,,,,,,,,,,,,
520,22-24,Woman,India,Doctoral degree,Student,3-5 years,,R,SQL,,,,,,,,,,,Python
283,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,C,,,,,,,,,,R
975,22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years,Python,,SQL,,C++,Java,,,,,,,,Python
775,60-69,Man,Japan,Bachelor’s degree,Machine Learning Engineer,1-2 years,Python,,,,,,Javascript,,,,,,,Python
1093,18-21,Man,India,I prefer not to answer,Student,1-2 years,,,,C,,,,,,,,,,C
404,35-39,Man,Australia,Master’s degree,,,,,,,,,,,,,,,,
483,70+,Man,United Kingdom of Great Britain and Northern Ireland,Professional degree,Other,20+ years,Python,,,,C++,,,,,,,,,Python
380,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,1-2 years,Python,,,,,,,,,,,,,Python
527,18-21,Man,India,Bachelor’s degree,Data Scientist,1-2 years,Python,,,C,C++,,Javascript,,,,,,,Python
8412,30-34,Man,India,Bachelor’s degree,Product/Project Manager,5-10 years,Python,,SQL,,,,Javascript,,,,,,,Python
1206,30-34,Man,India,Master’s degree,Machine Learning Engineer,1-2 years,Python,,SQL,C,,,,,,,,,,Julia
510,25-29,Woman,India,Master’s degree,Currently not employed,3-5 years,Python,,SQL,,,,,,,,,,,Python
180,25-29,Man,Spain,Doctoral degree,Software Engineer,5-10 years,Python,,,C,,,,,,Bash,,,,Python
171,22-24,Man,India,Bachelor’s degree,Currently not employed,1-2 years,Python,,SQL,C,,,Javascript,,,,,,,
632,30-34,Man,Greece,Master’s degree,Currently not employed,1-2 years,Python,,,,,Java,,,,,,,,Python
1223,22-24,Man,Nigeria,Bachelor’s degree,Other,I have never written code,,,,,,,,,,,,,,
387,18-21,Man,India,Master’s degree,Student,3-5 years,Python,,SQL,C,C++,Java,,,,,MATLAB,,,Python
471,45-49,Man,Germany,No formal education past high school,Other,< 1 years,Python,,,,,,,,,,,,,Python
257,30-34,Man,Turkey,Master’s degree,Data Scientist,3-5 years,Python,R,SQL,,,,,,,,,,,Python
541,30-34,Woman,Germany,Bachelor’s degree,Other,5-10 years,Python,,,,,,Javascript,,,Bash,,,Other,Python
688,40-44,Man,India,Master’s degree,Data Scientist,5-10 years,Python,R,SQL,,,,,,,,,,,Python
359,25-29,Woman,Taiwan,Master’s degree,Student,1-2 years,Python,R,,,,,Javascript,,,,,,,Python
564,50-54,Man,Other,Master’s degree,Other,1-2 years,Python,,,,,,,,,,,,,Python
1016,40-44,Man,Russia,Master’s degree,Business Analyst,5-10 years,Python,,SQL,,,,,,,,,,,Python
1732,30-34,Man,Russia,Master’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,,Python
9627,30-34,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,1-2 years,Python,,,,,,,,,,,,,Python
88,18-21,Man,Viet Nam,I prefer not to answer,Machine Learning Engineer,,,,,,,,,,,,,,,
375,22-24,Man,Sri Lanka,Bachelor’s degree,Machine Learning Engineer,I have never written code,,,,,,,,,,,,,,
111,22-24,Man,Pakistan,Professional degree,Student,I have never written code,,,,,,,,,,,,,,
1049,35-39,Man,Russia,Master’s degree,Data Scientist,< 1 years,Python,,,,,,,,,,,,,Python
932,22-24,Man,India,Bachelor’s degree,Student,< 1 years,Python,,,C,,,,,,,,,,R
179030,22-24,Man,Russia,Bachelor’s degree,Student,1-2 years,,,SQL,,,,,,,,,,Other,Python
444,22-24,Man,Other,Some college/university study without earning a bachelor’s degree,Data Scientist,3-5 years,Python,,,,C++,Java,,,,,,,,Python
508,18-21,Woman,United States of America,Bachelor’s degree,Currently not employed,1-2 years,,R,SQL,,,,,,,,,,,Python
1043,35-39,Man,Indonesia,Master’s degree,Machine Learning Engineer,20+ years,Python,,,,,,,,,Bash,,,,Python
665,22-24,Woman,India,Master’s degree,Data Scientist,1-2 years,Python,R,SQL,,,,,,,,,,,Python
632,30-34,Man,Russia,Doctoral degree,Other,10-20 years,Python,,,,C++,,,,,,,,,Python
965,25-29,Man,Other,Bachelor’s degree,Currently not employed,1-2 years,Python,,,,,,,,,,,,,Python
8897,30-34,Woman,Viet Nam,Master’s degree,Data Analyst,3-5 years,Python,R,SQL,C,,,,,,,,,,MATLAB
623,25-29,Woman,Brazil,Bachelor’s degree,Business Analyst,< 1 years,Python,,SQL,,,,,,,,MATLAB,,,Python
255,18-21,Man,India,Professional degree,Software Engineer,< 1 years,Python,R,SQL,C,C++,Java,Javascript,,,,MATLAB,,,Python
2106,50-54,Man,Colombia,Some college/university study without earning a bachelor’s degree,Product/Project Manager,20+ years,Python,R,SQL,,C++,Java,Javascript,,,,,,Other,R
704,25-29,Woman,Other,Bachelor’s degree,Data Analyst,< 1 years,,,SQL,,,,,,,,,,,Python
1272,30-34,Man,India,Master’s degree,Data Engineer,5-10 years,Python,R,SQL,,,,,,,,,,,Python
627,30-34,Man,Other,Doctoral degree,Research Scientist,10-20 years,Python,,SQL,,,,,,,,MATLAB,,,Python
976,50-54,Man,Mexico,Master’s degree,Business Analyst,5-10 years,Python,R,SQL,,,,,,,,,,,R
728,25-29,Woman,Brazil,Master’s degree,Data Scientist,3-5 years,Python,,SQL,,,,,,,,MATLAB,,,Python
571,30-34,Man,South Korea,I prefer not to answer,Currently not employed,< 1 years,Python,,,,,,,,,,,,,Python
616,40-44,Man,Other,Bachelor’s degree,Currently not employed,1-2 years,,R,SQL,,,,,,,,,,,SQL
395,22-24,Man,France,Master’s degree,Statistician,1-2 years,,R,,,,,,,,,,,,R
452,18-21,Woman,Pakistan,Bachelor’s degree,Software Engineer,< 1 years,Python,,,,,,,,,,,,,Python
369,22-24,Man,India,Bachelor’s degree,Currently not employed,1-2 years,Python,,,,,,,,,,,,,Python
198,25-29,Man,India,Master’s degree,Data Analyst,I have never written code,,,,,,,,,,,,,,
7805,40-44,Man,Taiwan,Doctoral degree,Machine Learning Engineer,10-20 years,Python,,,C,C++,,Javascript,,,,MATLAB,,,Python
542,30-34,Man,India,Master’s degree,Data Engineer,3-5 years,Python,R,SQL,,,,,,,,,,,Python
516,25-29,Man,Taiwan,Master’s degree,Data Scientist,5-10 years,Python,R,,,,,,,,Bash,,,,Python
104,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python
323,18-21,Woman,India,I prefer not to answer,Software Engineer,< 1 years,,,,C,C++,Java,,,,,,,,Python
475,30-34,Man,United States of America,Bachelor’s degree,Student,1-2 years,Python,,SQL,,,,,,,,,,,SQL
1047,30-34,Man,Brazil,Master’s degree,Data Scientist,5-10 years,Python,,SQL,C,C++,Java,,,,Bash,,,,Python
576,35-39,Woman,Sweden,Doctoral degree,Research Scientist,1-2 years,Python,,,,,,,,,,,,,Python
153,18-21,Man,China,Master’s degree,Student,I have never written code,,,,,,,,,,,,,,
688,22-24,Woman,India,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python
2065,35-39,Man,Japan,No formal education past high school,Student,< 1 years,Python,,,,,,,,,,,,,Python
691,30-34,Man,Thailand,Master’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,Other,Python
2497,25-29,Man,China,Bachelor’s degree,Data Analyst,1-2 years,Python,,SQL,,,,,,,,,,,Python
398,35-39,Man,Canada,Doctoral degree,Other,1-2 years,Python,R,SQL,,,,,,,Bash,MATLAB,,,R
415,22-24,Woman,Taiwan,Master’s degree,Business Analyst,1-2 years,Python,,,,,,,,,,,,,Python
1613,55-59,Man,France,Master’s degree,Product/Project Manager,20+ years,,,,C,C++,Java,,,,,,,,Python
1236,30-34,Man,India,I prefer not to answer,Data Scientist,5-10 years,Python,R,SQL,,,,,,,,,,Other,Python
454,25-29,Man,Other,Master’s degree,Data Scientist,1-2 years,Python,,,,,,,,,,,,,Python
2487,22-24,Man,India,I prefer not to answer,Machine Learning Engineer,I have never written code,,,,,,,,,,,,,,
413,22-24,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,Javascript,,,,,,,Python
558,18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years,Python,R,SQL,,,,,,,,,,,Python
109385,22-24,Woman,South Korea,Some college/university study without earning a bachelor’s degree,Data Scientist,3-5 years,Python,R,,C,,Java,,,,,,,,Python
2851,60-69,Man,United States of America,Bachelor’s degree,Data Analyst,10-20 years,Python,,,,,,,,,,,,,Python
648,40-44,Man,Other,Master’s degree,Other,5-10 years,Python,R,SQL,,,,,,,,,,Other,Python
1530,50-54,Man,Japan,Doctoral degree,Currently not employed,20+ years,Python,,,,,,,,,,,,,Python
11864,40-44,Man,Pakistan,Master’s degree,Product/Project Manager,< 1 years,,,SQL,,,,,,,,,,,SQL
661,30-34,Man,Turkey,Doctoral degree,Research Scientist,5-10 years,Python,,,C,C++,,,,,,,,,Python
267,22-24,Woman,Turkey,Bachelor’s degree,Research Scientist,< 1 years,Python,,,,,,,,,,,,,Python
694,22-24,Man,Philippines,Master’s degree,Statistician,3-5 years,Python,R,SQL,,,,Javascript,,,,,,,Python
691,25-29,Woman,India,Master’s degree,Data Scientist,5-10 years,Python,,,,,,,,,,,,,Python
342,30-34,Man,United States of America,Master’s degree,Data Scientist,3-5 years,Python,R,SQL,,,,Javascript,,,Bash,,,,R
429,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Python,R,SQL,,,,Javascript,,,,,,,Python
437,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,,,C++,,,,,,MATLAB,,,Python
6039,18-21,Woman,India,Bachelor’s degree,Student,1-2 years,Python,R,SQL,,,Java,,,,,,,,Python
539,35-39,Man,Italy,Doctoral degree,Currently not employed,I have never written code,,,,,,,,,,,,,,
480,30-34,Man,United States of America,Master’s degree,Data Scientist,3-5 years,Python,,SQL,,,,,,,Bash,,,Other,Python
1258,25-29,Man,Other,Master’s degree,Software Engineer,3-5 years,Python,R,,,,Java,,,,,MATLAB,,Other,Python
500,30-34,Man,Other,Doctoral degree,Machine Learning Engineer,3-5 years,Python,,,,C++,,,,,,,,,Python
9911,40-44,Prefer not to say,Other,Master’s degree,Software Engineer,10-20 years,Python,,SQL,,,Java,Javascript,,,Bash,,,,Python
401,25-29,Man,Russia,Master’s degree,Data Analyst,< 1 years,Python,,SQL,,,,,,,,,,,Python
162,18-21,Man,Thailand,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python
954,22-24,Man,Brazil,Bachelor’s degree,Student,3-5 years,Python,,,C,C++,,,,,,,,,Python
509,25-29,Woman,United States of America,Master’s degree,Machine Learning Engineer,3-5 years,Python,,,,,,,,,,,,,Python
356,18-21,Man,India,Bachelor’s degree,Student,< 1 years,Python,,,C,,,,,,,,,,Python
148,25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years,Python,,,,,Java,Javascript,,,,,,,Python
1512,50-54,Man,United States of America,Master’s degree,Business Analyst,3-5 years,,,SQL,,,,,,,,,,,R
105,35-39,Man,India,Professional degree,Data Scientist,,,,,,,,,,,,,,,
70,25-29,Man,United States of America,Master’s degree,,,,,,,,,,,,,,,,
620,22-24,Man,Poland,Master’s degree,Data Scientist,1-2 years,Python,R,SQL,,,,,,,,,,,R
125,30-34,Man,Turkey,No formal education past high school,Other,1-2 years,Python,,SQL,,,,,,,,,,,Python
375,18-21,Man,United States of America,Bachelor’s degree,Student,1-2 years,Python,R,,,C++,,,,,,,,,Python
432,18-21,Woman,India,Doctoral degree,Student,< 1 years,Python,,,,C++,Java,Javascript,,,,,,,MATLAB
848,40-44,Man,Nigeria,Master’s degree,Currently not employed,1-2 years,,,,,,,,,,,,,Other,Python
762,22-24,Man,India,Bachelor’s degree,Business Analyst,1-2 years,Python,R,SQL,,,,,,,,,,,R
699,35-39,Man,Canada,Master’s degree,Data Scientist,3-5 years,Python,,SQL,,,,,,,,,,,Python
1047,30-34,Man,Sweden,Master’s degree,Data Engineer,5-10 years,Python,,SQL,,,,,,,,,,,Python
223,30-34,Man,Japan,Some college/university study without earning a bachelor’s degree,Software Engineer,5-10 years,Python,,,,,,Javascript,,,,,,Other,Python
356,30-34,Prefer to self-describe,United States of America,Professional degree,Data Analyst,,,,,,,,,,,,,,,
773,40-44,Woman,France,Master’s degree,Product/Project Manager,I have never written code,,,,,,,,,,,,,,
658,50-54,Man,United States of America,Master’s degree,Product/Project Manager,< 1 years,Python,,,,,,,,,,,,,Python
417,22-24,Man,Sri Lanka,Professional degree,Student,< 1 years,Python,R,,,,,,,,,,,,Python
611,50-54,Man,Japan,Some college/university study without earning a bachelor’s degree,Currently not employed,20+ years,Python,,,,C++,Java,Javascript,,,,,,,Python
1415,25-29,Man,Russia,Bachelor’s degree,Data Scientist,1-2 years,Python,,SQL,,,,,,,,,,,Python
435,18-21,Man,India,Bachelor’s degree,Other,1-2 years,Python,,,C,C++,,,,,,MATLAB,,,Python
1625,50-54,Man,Germany,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years,Python,,SQL,C,C++,Java,Javascript,,,Bash,,,Other,Python
255,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,I have never written code,,,,,,,,,,,,,,
124,22-24,Man,India,Bachelor’s degree,Data Analyst,1-2 years,,,,,,,,,,,,None,,Python
422,22-24,Man,Nepal,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python
856,30-34,Man,India,Bachelor’s degree,Data Analyst,< 1 years,Python,,,,,,,,,,,,,Python
584,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Engineer,10-20 years,Python,,SQL,,,,,,,,,,,Python
527,22-24,Woman,Egypt,Bachelor’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python
331,18-21,Man,Other,Bachelor’s degree,Student,1-2 years,Python,,,,,,Javascript,,,,MATLAB,,,Python
375,22-24,Man,Pakistan,Master’s degree,Student,3-5 years,Python,,SQL,,C++,Java,Javascript,,,,MATLAB,,,SQL
24666,30-34,Woman,Other,Master’s degree,Business Analyst,I have never written code,,,,,,,,,,,,,,
233,18-21,Woman,India,Bachelor’s degree,Student,1-2 years,Python,,,C,C++,Java,,,,,,,,Python
353,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,SQL,,,,,,,,,,,Python
165,18-21,Man,Malaysia,Bachelor’s degree,Student,< 1 years,,,,C,,,,,,,,,,Python
1119,30-34,Prefer not to say,United States of America,I prefer not to answer,Research Scientist,10-20 years,Python,,,C,C++,,,,,,MATLAB,,,Python
506,30-34,Woman,Switzerland,Doctoral degree,Research Scientist,< 1 years,,R,,,,,,,,,,,,R
200,35-39,Woman,Portugal,Doctoral degree,Business Analyst,20+ years,,,SQL,,C++,,,,,,MATLAB,,,Python
1236,45-49,Man,Other,Doctoral degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,,Python
945,35-39,Man,Peru,Master’s degree,Research Scientist,< 1 years,Python,R,,,,,,,,,,,,Python
1039,30-34,Man,India,Master’s degree,Machine Learning Engineer,5-10 years,Python,,SQL,,,,,,,Bash,,,,Bash
1009,60-69,Man,Ukraine,Doctoral degree,Data Engineer,20+ years,Python,,SQL,,C++,,Javascript,,,,,,,Python
566,18-21,Woman,China,Master’s degree,Student,3-5 years,Python,,SQL,C,C++,Java,Javascript,,,,MATLAB,,,C++
709,22-24,Man,India,Bachelor’s degree,Data Scientist,1-2 years,Python,R,SQL,,,,,,,,,,,Python
1199,25-29,Man,Other,Master’s degree,Business Analyst,< 1 years,Python,,SQL,,,,,,,,,,,Python
730,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python
802,22-24,Man,India,Master’s degree,Student,1-2 years,Python,R,SQL,,,,,Julia,,,,,,Python
630,18-21,Man,Nigeria,Master’s degree,Student,< 1 years,Python,,,,,,,,,,,,,None
1712,45-49,Man,Brazil,Bachelor’s degree,Software Engineer,10-20 years,Python,R,SQL,C,C++,Java,Javascript,,,,,,Other,Python
323,25-29,Man,South Korea,Master’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
741,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,5-10 years,,R,,,,,,,,,,,,SQL
128,25-29,Man,Japan,Master’s degree,Statistician,3-5 years,Python,R,,C,C++,Java,,,,,MATLAB,,,C
567,18-21,Man,Nepal,Bachelor’s degree,Student,3-5 years,Python,,,,,,Javascript,,,Bash,,,,Python
715,22-24,Man,China,Bachelor’s degree,Software Engineer,3-5 years,Python,,,,C++,Java,,,,,,,,Python
174,22-24,Man,Brazil,No formal education past high school,,,,,,,,,,,,,,,,
573,55-59,Man,United States of America,Master’s degree,Product/Project Manager,20+ years,Python,,SQL,,,,,,,,,,Other,Python
1528,18-21,Man,India,Master’s degree,Software Engineer,3-5 years,Python,,,C,,Java,,,,,,,,Python
213,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
13871,22-24,Man,Nigeria,Master’s degree,Other,3-5 years,Python,,,,,,,,,,,,,Python
1369,45-49,Man,Other,Doctoral degree,Statistician,10-20 years,Python,R,SQL,,,,,,,,,,,R
515,30-34,Woman,United States of America,Master’s degree,Currently not employed,1-2 years,Python,R,SQL,,,,,,,,MATLAB,,,Python
339,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,3-5 years,Python,R,SQL,,,,Javascript,,,,,,,SQL
799,60-69,Man,Egypt,Doctoral degree,Research Scientist,10-20 years,Python,,,,C++,Java,,,,,MATLAB,,,Python
1077,35-39,Man,Turkey,Bachelor’s degree,Business Analyst,1-2 years,Python,,,,,,,Julia,,,,,,Julia
1095,30-34,Man,Brazil,Master’s degree,Data Analyst,10-20 years,Python,,SQL,,,Java,Javascript,,,,,,,Python
202,18-21,Woman,Other,Master’s degree,Currently not employed,I have never written code,,,,,,,,,,,,,,
493,18-21,Woman,India,Bachelor’s degree,Student,1-2 years,Python,,,C,C++,,,,,,,,,Python
1317,35-39,Man,Taiwan,Master’s degree,Data Analyst,3-5 years,Python,R,,,,,,,,,,,,R
221,18-21,Man,United States of America,Master’s degree,Student,1-2 years,Python,R,,,C++,,,Julia,,,MATLAB,,,Python
308,25-29,Man,Japan,Doctoral degree,Student,3-5 years,Python,,,,,,,,,,MATLAB,,,MATLAB
527,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,20+ years,Python,,,,C++,Java,,,,,,,,Python
1414,18-21,Woman,Turkey,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Python,R,SQL,,,,,,,,,,,Python
651,22-24,Woman,India,Master’s degree,Student,3-5 years,Python,,,C,C++,,,,,,,,Other,Python
58,35-39,Prefer not to say,India,Doctoral degree,Data Scientist,,,,,,,,,,,,,,,
468,22-24,Man,Sri Lanka,Bachelor’s degree,Student,1-2 years,Python,,,C,,Java,,,,,,,,Python
1487,35-39,Man,Japan,Bachelor’s degree,Data Scientist,10-20 years,Python,,SQL,,,,,,,,,,,SQL
633,30-34,Man,Philippines,Master’s degree,Data Scientist,< 1 years,Python,,SQL,,,,,,,,,,,R
1793,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,20+ years,,R,SQL,C,,,,,,,,,,SQL
2802,18-21,Man,India,Bachelor’s degree,Student,3-5 years,Python,,SQL,,,,,,,,,,,Python
217,18-21,Woman,India,Bachelor’s degree,Student,I have never written code,,,,,,,,,,,,,,
620,30-34,Man,United States of America,Doctoral degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,,Python
980,30-34,Man,Russia,Master’s degree,Data Scientist,< 1 years,Python,R,,,,,,,,,,,,Python
932,35-39,Man,Morocco,Master’s degree,Student,5-10 years,Python,,,,,,,,,,,,,Python
838,22-24,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python
194,25-29,Man,Australia,I prefer not to answer,Software Engineer,1-2 years,Python,,SQL,,,,Javascript,,,,,,,SQL
623,25-29,Man,Brazil,Professional degree,Student,< 1 years,Python,,,,,,,,,,,,Other,R
1241,22-24,Man,China,Master’s degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python
176097,25-29,Man,Other,Bachelor’s degree,Statistician,1-2 years,,R,,C,,,,,,,,,,C
898,30-34,Man,Japan,Bachelor’s degree,Research Scientist,1-2 years,Python,,,,,,,,,,,,,Python
912,45-49,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Currently not employed,1-2 years,Python,,SQL,,,,Javascript,,,Bash,,,,Python
804,30-34,Man,China,Doctoral degree,Research Scientist,3-5 years,Python,,,,,,,,,Bash,,,,Python
994,40-44,Man,Canada,Professional degree,Other,1-2 years,Python,,,,,,,,,,,,Other,Python
349,35-39,Woman,Mexico,Some college/university study without earning a bachelor’s degree,Other,I have never written code,,,,,,,,,,,,,,
